date,site,contest,status,message,profile_email
2025-10-29T06:25:46.969286,grattweb.fr,grattweb.fr,OK,Participation simulée - succès (dry-run),marie.dupont@example.com
2025-10-29T14:18:44.492193,grattweb.fr,grattweb.fr,OK,Participation simulée - succès (dry-run),marie.dupont@example.com
